Name,Online_Order,Book_Table,Ratings,Dish_Liked,Approx_Cost(For Two People)
Little Cafe,Yes,No,3.7,"Pasta, Pizza, Burgers, Pancakes, Garlic Bread",600
Mumbai Badam Milk & Lassi Center,Yes,No,3.6,Unknown,100
Sri Krishna Sagar,Yes,No,3.2,"Coffee, Vada, Chaat, Rava Idli",400
Mylari Biryani Family Restaurant,Yes,No,3.7,Unknown,400
1980s Games Cafe,Yes,No,3.4,"Maggi, Pasta, Burgers, Sandwiches, Fries",400
Kadala Tarangaa,Yes,No,3.6,"Sea Food, Neer Dosa",600
Namma Biryani,Yes,No,3.6,Unknown,250
Nandhanu's Rasoi,Yes,No,3.0,Unknown,400
Hotel Pork Paradise,Yes,No,3.7,Unknown,300
As On Fire,Yes,No,3.5,Pizza,400
J K Fish Land,Yes,No,3.6,Unknown,300
Curry Leaves,Yes,No,4.1,"Brownie, Mojito, Prawn Ghee Roast, Corn Tikki, Mushroom Ghee Roast, Pinacolada, Biryani",800
Lassi Shop,Yes,No,3.5,"Faluda, Sweet Lassi, Mango Lassi, Malai Kulfi",300
Magic Meals,Yes,No,3.7,"Biryani, Thick Shakes, Fries",400
Desi Cream Junction,Yes,Yes,3.7,Vegetarian,650
Drunken Monkey,Yes,No,3.8,"Sandwiches, Chicken Sandwich, Oreo Shake, Irish Coffee Cream",400
Ruchi's Corner,Yes,No,2.7,Unknown,200
Tandoori Bytes,Yes,No,3.6,Unknown,700
Bangalore Donne Biriyani,Yes,No,3.2,Unknown,300
SGS Non Veg - Gundu Pulav,Yes,No,3.8,Biryani,400
Keventers,Yes,No,3.7,"Thick Shakes, Chocolate Hazelnut Shake, Oreo Shake",400
Navi Food Point,Yes,No,3.6,Unknown,200
Shawarma Inc,Yes,No,3.1,Unknown,250
The Cafe Nuts and Bolts,Yes,No,3.0,Unknown,500
AM WOW,Yes,No,3.4,Unknown,100
Lalbagh Grand,Yes,No,3.0,Unknown,250
Funjabi Curries,Yes,No,2.9,Unknown,500
Eat Repeat,Yes,No,3.9,"Sweet Pongal, Curd Rice",150
Salut,Yes,Yes,4.1,"Pesto Pizza, Buffalo Wings, Cocktails, Beer, Egg Ghee Roast, Brownie, Pepper Chicken",1200
Nammura Donne Biriyani,Yes,No,3.5,Unknown,400
Lassi Stop,Yes,No,3.4,Unknown,150
Dakshin Kitchen,Yes,No,3.6,Unknown,100
Sri Sai Cafe,Yes,No,3.5,Unknown,200
Sri Sai 99 Variety Dosa,Yes,No,3.8,Unknown,300
Utsav Restaurant,Yes,No,3.8,Unknown,300
Crunch and Munch,Yes,No,3.7,Unknown,300
Food Geek,Yes,No,3.8,Unknown,350
Sri Krishna Aramane,Yes,No,3.7,Unknown,200
Great Indian Rolls,Yes,No,3.3,Unknown,100
Chats Point,Yes,No,3.4,Unknown,150
Food Point,Yes,No,3.5,"Biryani, Paratha, Tandoori Chicken, Butter Chicken, Dal Makhani",300
Swarga Ruchi,Yes,No,3.3,Unknown,200
Kolkata King,Yes,No,3.4,Unknown,300
Sandwich Mama's And Frozen Monster,Yes,No,3.8,"Waffles, Sandwiches, Maggi, Thick Shakes, Chocolate Sandwich",250
New Rajadhani Spicy,Yes,No,3.7,Unknown,700
Big Mishra Pedha,Yes,No,2.9,Rasmalai,250
VEGeatz,Yes,No,3.4,Unknown,200
Foodizo,Yes,No,3.6,Unknown,300
Food Springs,Yes,No,4.0,"Honey Chilli Potatoes, Nachos, Lemonade, Hakka Noodles, Babycorn Manchurian, Mushroom Manchurian, Spring Roll",400
Chung's Chinese Corner,Yes,No,3.9,"Manchow Soup, Momos, Wonton Soup, Chowmein, American Chopsuey, Chop Suey, Manchurian",700
Eurasia Pasta and Barbeque by Little Italy,Yes,Yes,4.1,"Pasta, Pizza, Nachos, Gelato, Ravioli, Jalapeno Poppers, Cocktails",1200
Goli Vada Pav No. 1,Yes,No,3.7,"Masala Vada Pav, Cheese Vada Pav, Fries",200
Ragoo's,Yes,No,3.9,"Corn Augratin, Lasagne, Fries, Garlic Bread, Pili Pili Pizza, Mexican Rice, Ravioli",800
Pure & Natural,Yes,No,3.9,"Salads, Sandwiches, Pasta, Mocktails, Corn Sandwich, Garden Salad, Miso Salad",500
Maiyas,Yes,No,4.0,"Coffee, Thali, Kharabath, Masala Dosa, Idli Vada, Vanilla Ice Cream, Bisi Bele Bhaath",200
Sip n Dine,Yes,No,3.6,"Veg Jaipuri, Neer Dosa, Kulcha, Pepper Chicken, Chilli Mushroom, Murgh Platter, Paneer Tikka",800
Cafe Mondo,Yes,No,3.7,"Pizza, Pasta Alfredo, Brownie, Garlic Bread, Sandwiches, Lemon Mojito, Mocha Fudge",600
Jalpaan,Yes,Yes,4.0,"Mocktails, Tomato Soup, Pasta, Nachos, Chaat, Potli Biryani, Lassi",900
Kataria's Pakwan,Yes,No,3.2,"Paratha, Lassi, Manchurian, Thali",400
Juicy Momos,Yes,No,3.5,"Rolls, Burgers, Juicy Momos, Chicken Momo, Chocolate Momos, Mushroom Momo, Paneer Momos",250
Amande Patisserie,Yes,No,4.0,"Macaroon, Mousse, Caramel Eclair",300
Anand Sweets and Savouries,Yes,No,3.9,"Dahi Papadi Chaat, Papdi Chaat, Bhel Puri, Paratha, Kachori, Thali, Masala Poori",400
Chicken Hunt,Yes,No,3.5,Chicken Grill,350
Swadesh Tadka,Yes,No,3.5,"Gulab Jamun, Roti, Masala Papad, Babycorn Manchurian, Paratha, Clear Soup, Biryani",600
Cane-O-La,Yes,No,3.8,"Sugarcane Juice, Popcorn",100
New Biryani Mane,Yes,No,3.7,"Egg Biryani, Tandoori Chicken, Fish, Rumali Roti",450
Upahara Darshini,Yes,No,3.8,"Rava Dosa, Roti, Masala Dosa, Kulcha, Sandwiches, Vada Pav, Idli",400
Karnataka Bhel House,Yes,No,4.1,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",100
Sreeraj Lassi Bar,Yes,No,4.1,"Faluda, Mango Lassi, Sweet Lassi, Fruit Salad, Shrikhand, Matka Kulfi, Pudina Lassi",150
Juice Junction Food Court,Yes,No,3.7,"Sandwiches, Maggi, Rolls, Chole Bhature, Ginger Tea, Paratha, Rava Masala Dosa",200
Bunt's Biriyani Palace,Yes,No,3.0,"Neer Dosa, Sea Food, Pepper Chicken",400
Chai Point,Yes,No,3.2,"Ginger Chai, Ginger Tea, Banana Cake, Samosa, Masala Chai, Banana Walnut",250
Janahaar,Yes,No,3.8,"Masala Dosa, Idli, Filter Coffee, Medu Dosa",100
Utsav,Yes,No,3.7,"Paratha, Kachori, Tea, Lassi, Samosa, Vada Pav",200
Meat And Eat,Yes,No,3.1,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill",500
Snacks Bite,Yes,No,3.0,Unknown,400
The Spice Saga,Yes,No,3.7,"Biryani, Chicken Grill, Butter Chicken",750
Dakshin Cafe,Yes,No,3.7,"Vada, Masala Dosa, Filter Coffee, Kesari Bath, Kharabath, Open Dosa",100
Kaulige Millet Corner,Yes,No,3.3,Unknown,150
Ifruit Ice Cream,Yes,No,3.3,Unknown,150
Havmor,Yes,No,3.8,Unknown,200
Grand Food,Yes,No,3.4,Unknown,250
Dining Hut,Yes,No,3.5,Unknown,400
Desi Swaad,Yes,No,3.5,Unknown,400
Yummy Momos,Yes,No,3.2,Unknown,200
Masale Daan,Yes,No,3.1,Unknown,350
Grow Fit,Yes,No,3.6,"Pizza, Brownie, Chicken Biryani",500
Lassi Spot,Yes,No,3.3,Unknown,100
Sandwich Hub,Yes,No,3.4,Unknown,300
Udupi Sri Krishna Cafe,Yes,No,3.9,Unknown,600
Starlite Bakery & Fastfood,Yes,No,3.7,Unknown,300
Veganbreak24x7,Yes,No,2.8,Unknown,199
Aadhya Hotel,Yes,No,3.3,Unknown,800
Dodda Mane Baaduta,Yes,No,3.5,Unknown,250
Swadd Kitchen,Yes,No,3.4,Unknown,500
Happy Chopsticks,Yes,No,3.6,Unknown,300
Sai Super Sandwich,Yes,No,3.2,Unknown,200
Udupi Upachar,Yes,No,3.3,Unknown,500
Davanagere Benne Dose Hut,Yes,No,3.4,Unknown,100
The Sip Shop,Yes,No,3.3,Unknown,200
Subz,Yes,Yes,4.2,"Veg Buffet, Pasta, Salads, Rasmalai, Chaat, Biryani, Fries",1000
Rajastani Rasoi,Yes,No,3.2,Unknown,100
Mint and Mustard,Yes,No,4.0,"Paneer Tikka, Masala Papad, Garlic Naan",750
Chinese Square,Yes,No,3.9,Unknown,200
Punjabi Raswada,Yes,Yes,3.5,"Gajar Ka Halwa, Lassi, Jeera Rice, Shahi Paneer, Shikanji, Makke Ki Roti, Kofta Curry",800
Vinny's,Yes,Yes,4.2,"Pizza, Pasta, Garlic Bread, Nachos, Penne Alfredo, Mozzarella Sticks, Salad",800
Chetty's Corner,Yes,No,3.4,"Burgers, Bun Nippat Masala, Masala Cola, Pizza, Masala Pepsi, Masala Soda, Sandwiches",200
Kapoor's Cafe,Yes,No,4.2,"Lassi, French Fries, Cheese Balls, Paneer Pakora, Dal Makhani, Buttermilk, Cheese Paratha",800
Donne Biryani & Kabab Corner,Yes,No,3.3,Unknown,200
Sukh Sagar,Yes,No,3.8,"Pav Bhaji, Chaat, Sandwiches, Coffee, Noodles, Masala Dosa, Roti",450
S M V Snacks Corner,Yes,No,3.7,Unknown,200
Andhra Ruchulu,Yes,Yes,4.1,"Andhra Meal, Mutton Biryani, Chicken Sholay, Chicken Biryani, Chicken Guntur, Andhra Thali, Guava Ice Cream",1000
Steaming Mugs,Yes,No,3.9,"Fries, Oreo Shake, Pasta Arrabiata",700
Rajathadri Food Fort,Yes,No,4.0,"Butter Naan, Filter Coffee, Pav Bhaji, Vada, Babycorn Manchurian, Tea, Paneer Tikka Masala",600
Brew Meister,Yes,Yes,4.1,"Cocktails, Pasta, Paneer Tikka, Mocktails, Wheat Beer, Corn Paratha, Misal Pav",1500
Rasoi,Yes,No,3.3,"Lassi, Panneer Butter Masala, Paratha, Thali",300
Mr. Singh Da Dhaba,Yes,No,3.6,"Mughlai Paratha, Laccha Paratha, Rolls",300
Kababs N Biryani,Yes,No,3.4,Unknown,200
Ayodhya Upachar,Yes,No,4.3,"Panneer Butter Masala, Vada, Curd Rice, Idli, Jeera Rice, Naan, Kulcha",200
Biriyani Mane,Yes,No,3.8,"Biryani, Chilli Chicken, Neer Dosa",400
Cafe Ajfan,Yes,No,4.2,"Sandwiches, Pasta, Cobb Salad, Pizza, Burgers, Calzone, Fries",700
Brundhavana Food Point,Yes,No,4.0,Biryani,300
SLV Corner Restaurant,Yes,No,4.1,"Masala Dosa, Filter Coffee, Maddur Vada, Curd Vadai, Onion Dosa, Upma, Sunday Breakfast",550
Hotel New Karavali,Yes,No,3.8,Unknown,300
The Krishna Grand,Yes,No,3.9,"Spring Dosa, Coffee, Spring Roll, Masala Papad, Rava Idli, Panneer Butter Masala, Chaat",750
Roti Ghar,Yes,No,3.9,"Coffee, Spring Roll, Roti, Panneer Butter Masala, Noodles, Butter Naan, Masala Dosa",500
Kettle & Kegs,Yes,No,3.2,Unknown,200
Baisakhi,Yes,No,3.8,"Masala Chaach, Tomato Shorba, Gajar Ka Halwa, Biryani, Deluxe Punjabi Thali, Rajma, Paneer Tikka Masala",500
Poonam Sweets,No,No,4.4,"Dhokla, Jalebi, Badam Milk, Rabri, Rasgulla, Rasmalai, Samosa Kachori",150
Amma's Pastries,No,No,3.8,"Burgers, Cheesecake",400
Polar Bear,Yes,No,3.9,"Sandwiches, Hot Chocolate Fudge, Strawberry Milkshake",400
Anand Sweets and Savouries,No,No,3.7,"Badam Milk, Chaat, Rasmalai, Mysore Pak, Samosa, Paneer Cutlets, Kachori",400
The Lassi and Juice Park,No,No,3.8,Unknown,150
Corner Stone,No,No,3.6,Unknown,300
Floured-Baked With Love,No,No,3.8,"Cup Cake, Chocolate Cake",400
Arun Ice Cream,No,No,3.4,Unknown,150
Melting Melodies,No,No,3.5,Unknown,300
Sweet N Swirl,No,No,3.2,Unknown,150
Sri Venkateshwara Sweet Meat Stall,No,No,4.0,"Mysore Pak, Pav Bhaji, Chaat, Masala Poori, Badam Milk, Paratha, Panipuri",400
Baskin Robbins,No,No,3.7,Waffle Cone,250
Srinivasa Brahmins Bakery,No,No,3.6,Unknown,150
Jain Bakes,No,No,3.6,Unknown,250
KC Das - Sweet Spot,No,No,3.6,Unknown,200
Cake Yard,Yes,No,3.3,Unknown,250
A2B Veg - Adyar Ananda Bhavan,Yes,No,2.7,Masala Dosa,400
My Tea House,Yes,Yes,3.6,"Pasta, Iced Tea",500
Jcubez,No,Yes,3.8,"Beer, Chicken Wings, Chilli Chicken, Onion Rings, Fries",1300
Chung Wah,Yes,No,3.9,"Tom Yum Soup, Wine, Spring Roll, Singapore Noodles, Manchow Soup, Golden Fried Prawns, Lamb",900
Blue Wings Bar & Restaurant,No,No,3.7,Unknown,700
New Imperial Restaurant,No,No,3.7,Unknown,450
Karavali Fish Center,No,No,3.4,Unknown,300
Iyer's Tiffin Centre,No,No,3.8,"Kesari Bath, Masala Dosa",150
Kydz Adda,No,No,3.4,Unknown,500
Food Box Cafe,No,No,3.6,Unknown,500
Sri Ganesh Juice and Chats,No,No,3.5,Unknown,150
Manifest Cafe,No,No,3.5,Unknown,500
Beijing Bites,No,No,2.7,"Cantonese Noodles, Basil Chicken, Hunan Chicken Gravy, Manchow Soup, Dragon Chicken, Chicken Grill",850
Karavali Lunch Home,No,No,3.5,"Neer Dosa, Fish Curry, Chicken Sukha, Rawas Fry, Thali, Fish Rava Fry",400
Cafe Coffee Day,No,No,3.2,Cappuccino,900
Pizza Hut,Yes,No,3.7,"Pizza, Potato Wedges, Country Feast, Pasta, Garlic Bread, Lemonade",750
Taaza Thindi,No,No,4.7,"Masala Dosa, Vada, Upma, Filter Coffee, Kesari Bath, Idli Chutney, Kharabath",100
Sri Laxmi Venkateshwara Coffee Bar,No,No,4.4,"Masala Dosa, Idli Chutney, Kharabath, Filter Coffee, Kesari Bath, Idli Vada, Maddur Vada",100
Messy Bowl,No,No,3.8,"Tandoori Maggi, Paneer Sizzler, Pasta, Pizza, Butter Garlic Fries, Peri Peri Maggi, Garlic Maggi",500
Chickpet Donne Biryani House,Yes,No,3.8,"Mutton Biryani, Donne Biryani, Mutton Fry, Chicken Guntur, Chicken Biryani",250
Brahmin Cafe,No,No,3.8,Unknown,150
Hotel Mangala,No,No,3.9,"Khali Dosa, Kali Dosa, Masala Dosa, Vada Sambar",250
Simple Thindies,No,No,3.5,Unknown,200
Rolls On Wheels,No,No,3.4,"Rolls, Chicken Momo, Biryani, Paneer Roll",300
SLV Swadishta,No,No,3.8,"Coffee, Jeera Rice, Masala Dosa, Neer Dosa",300
New Sagar Fast Food,No,No,3.6,"Vegetable Biryani, Masala Dosa, Kulcha, Masala Papad, Tomato Soup",250
Parama Ruchi,No,No,3.5,Unknown,300
Thrilok Restaurant,No,No,3.4,Unknown,350
Meat And Eat,No,No,3.5,"Burgers, Fries, Chicken Wings, Popcorn, Chicken Grill",500
Pizza Stop,Yes,No,3.0,"Garlic Bread, Pasta, Nachos, Salsa, Thin Crust Pizza",600
Hanumanthanagar Biryani Junction,No,No,3.5,Unknown,300
SLV Refreshment,No,No,4.1,"Coffee, Masala Dosa, Kharabath, Idli Vada, Kesari Bath",100
SVKP Daily Fresh,No,No,3.3,Unknown,350
Srinagar Kabab Corner,No,No,3.4,Unknown,250
Sri Venkateshwara Chat Centre,No,No,3.5,Unknown,100
Vinay Bhel Corner,No,No,3.4,Unknown,100
Nandi Chats and Juice,No,No,3.6,Unknown,150
Rotti Mane,No,No,3.6,Unknown,100
Karnataka Bhel House,No,No,4.1,"Masala Poori, Bhel Puri, Panipuri, Chaat, Dahipuri, Sev Puri, Dahi Aloo Puri",150
Just Shawarma,Yes,No,3.8,"French Fries, Whole Meat Shawarma, Chicken Shawarama",300
Aramane Donne Biryani,Yes,No,3.1,Unknown,200
FOOD ADDA,No,No,3.2,Unknown,200
Hotel Nisarga,No,No,3.2,Unknown,250
Yo Roll Corner,No,No,3.0,Unknown,200
New Quality Dum Biryani,No,No,3.1,Unknown,200
Sri Lakshmi Kabab Center,No,No,3.3,Unknown,200
Tasty Bites,No,No,3.7,"Paratha, Kheer, Lassi, Buttermilk, Paneer Bhurji, Custard, Bhindi Masala",150
Raams Chicken,No,No,3.6,Unknown,300
Panchami,No,No,3.0,Unknown,300
Kavali,No,No,4.0,"Cheese Dosa, Chocolate Dosa, Corn Dosa, Pesarattu, Bread Dosa",300
Ranganna Military Hotel,No,No,4.2,"Mutton Biryani, Mutton Chops, Chicken Biryani, Chicken Fry, Paya, Mutton Fry, Chilli Chicken",350
Vidyarthi Bhavan,No,No,4.4,"Filter Kaapi, Filter Coffee, Khara Bhath, Maddur Vada, Crispy Masala Dosa, Kesari Bath, Ghee Masala Dosa",150
Bharjari Oota,No,No,3.9,"Curd Rice, Coriander Soup, Masala Dosa, Biryani, Thali",350
Bridgeway,No,No,3.8,Unknown,550
Soho Bar & Grill,No,No,2.7,"Thai Chicken, Chicken Lollipop, Cocktails, Jeera Rice, Rolls, Draught Beer, French Fries",1100
Bhavani Restaurant,No,No,3.9,"Coffee, Vada, Curd Rice, Ghee Roast Paneer, Thali",300
Zephyr,No,No,3.9,"Chilli Paneer Pizza, Mocktails, French Fries, White Sauce Pasta, Nachos, Manchurian",650
Hotel Dwarka,No,No,4.2,"Khali Dosa, Kali Dosa, Upma, Filter Coffee, Kesari Bath, Set Dosa, Masala Dosa",250
Nisarga Garden Restaurant,No,No,3.4,Unknown,350
Ma-Arya Family Restaurant,No,No,3.7,"Mutton Biryani, Crispy Fried Chicken",600
New Prashanth Hotel,No,No,3.9,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani",400
Udupi Sri Krishna Bhavan,No,No,4.1,"Masala Dosa, Vada, Obbattu, Badam Milk, Khara Bhath, Coffee, Puri Saagu",600
Ice Thunder,No,No,3.8,"Masala Poori, Rumali Roti, Sandwiches, Chaat, Burgers",300
Upahara Darshini,No,No,4.2,"Masala Dosa, Vada, Set Dosa, Filter Coffee, Raita, Idli Sambar, Crispy Dosa",150
Mahalaxmi Tiffin Room,No,No,4.1,"Filter Coffee, Rava Idli, Kali Dosa, Carrot Halwa, Idli Vada, Vada Sambar, Bonda",100
Sandwichwallas,Yes,No,4.0,"Sandwiches, Veg Burger, Pizza Sandwich, Burgers, French Fries, Wedges, Club Sandwich",200
Basavanagudi Mylari,No,No,4.0,"Coffee, Idli, Masala Dosa, Sagu Dosa, Kesari Bath, Kharabath, Plain Dosa",300
New Prashanth Hotel,No,No,2.9,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani",750
Shrinidhi Military Hotel,No,No,3.3,Unknown,300
Pramukh Family Restaurant,No,No,3.9,"Murgh Ghee Roast, Malai Kofta, Butter Chicken, Donne Biryani, Cocktails, Palak Rice, Masala Peanuts",700
Vybhava,No,No,3.8,"Masala Dosa, Idli, Vada Sambar",250
Shree Venkateshwara North Karnataka Hotel,No,No,4.0,"Buttermilk, Jolada Rotti",200
Anand Sagar Inn,No,No,3.3,Unknown,450
Sangam Military Hotel,No,No,3.2,Unknown,250
Belly Squad Food Truck,No,No,3.8,"Biryani, Momos, Rolls",300
50-50 EATING HOUSE,No,No,3.2,Unknown,100
Om Shiva Shakthi Chats Centre,No,No,3.9,Unknown,300
Rolls Corner,No,No,3.6,Unknown,150
New Ambur Hot Dum Biryani,No,No,3.2,Unknown,150
Ambur Dum Biriyani,No,No,3.1,Unknown,160
Deja Vu Resto Bar,Yes,Yes,4.4,"Gajar Ka Halwa, Chilli Chicken, Hara Bhara Kebab, Custard, Brownie, Sev Puri, Pasta",900
Fattoush,Yes,Yes,4.2,"Mango Chiller, Fattoush, Prawn, Salads, Vegetable Biryani, Irani Chicken Tikka, Chilli Chicken",1000
Empire Restaurant,Yes,No,4.3,"Chicken Satay, Mutton Brain, Egg Biryani, Paneer Tikka Masala, Rolls, Lemon Chicken, Butter Chicken",750
Abhiruchi Hotel,Yes,No,3.3,"Egg Biryani, Chicken Curry, Chicken Boneless Biryani, Chilli Chicken, Vegetable Biryani, Jeera Rice",550
Tulips,No,No,3.1,Unknown,800
Barbeque Nation,No,Yes,4.7,"Lunch Buffet, Goan Fish Curry, Mocktails, Chicken Biryani, Cocktails, Paan Kulfi, Pasta",1600
Sattvam,No,No,4.3,"Noodles, Veg Buffet, Mango Juice, White Pasta, Panipuri, Thin Crust Pizza, Dal Makhani",1200
24th Main,No,Yes,4.1,"Carrot Halwa, Paneer Satay, Manchow Soup, Gajar Ka Halwa, Butter Naan, Mocktails, Tandoori Mushrooms",800
Zaitoon,Yes,Yes,4.1,"Hummus Falafel, Gulab Jamun, Shawarma, Bbq Chicken, Mojito, Chicken Biryani, Manchow Soup",1000
Mango Greens,No,Yes,3.9,Unknown,900
Oye Amritsar,Yes,Yes,3.8,"Lassi, Raita, Dal Makhani, Panneer Butter Masala, Jalebi, Biryani, Paneer Tikka",1000
Melt - Eden Park,Yes,Yes,4.0,"Tandoori Chicken, Biryani, Paneer Tikka, Chicken Curry, Plain Rice, Cheese Naan, Malaysian Noodles",1000
Crave Bit Cafe,No,No,3.7,Unknown,600
Spice Code,No,Yes,4.0,"Fries, Lunch Buffet, Appam, Manchow Soup, Paneer Tikka, Vegetable Stew, Biryani",1000
The Onyx - The HHI Select Bengaluru,No,No,3.3,"Chaat, Custard, Fish, Pepper Chicken, Lunch Buffet, Chicken Tikka, Salads",950
The Pavillion,No,No,2.7,Unknown,1000
Sankranthi Veg Restaurant,Yes,No,3.0,"Tea, Vada Sambar, Masala Dosa",600
Tisano Cafe,Yes,No,3.8,Unknown,500
Cafe Kabana,No,Yes,4.0,"Mocktails, Peri Peri Chicken Pizza, Wings, Pasta, English Breakfast, Fries, Jalapeno Cheeseballs",700
Butterly,Yes,No,3.9,"Burgers, Sandwiches, Pizza, French Fries, Cheesecake",450
Black Mug Cafe,Yes,No,3.7,Coffee,300
#refuel,Yes,No,3.7,"Thick Shakes, Sandwiches, Pasta, Mocktails",400
WAFL,Yes,No,3.9,Waffles,400
Vaho Kafe & Pressery,No,No,3.9,"Salad, Chicken Curry, Peri Peri Chicken, Thai Red Curry, Momos, Chicken Satay, Pasta",500
Dreamcatcher,Yes,No,3.9,"English Breakfast, Sandwiches",600
Cafe Arabica,No,No,3.8,"Coffee, French Fries, Lemon Tea, Veg Sandwich",700
Starbucks,No,No,3.9,Coffee,700
Smoor,Yes,No,3.6,"Cup Cake, Pasta, Sandwich, Fries",900
Kalmane Koffees,No,No,3.9,"Brownie, Filter Coffee",350
Shee-Sha Cafe,No,Yes,3.6,Unknown,800
Brews N Bites,Yes,No,2.7,Thin Crust Pizza,650
D2V Cafe,No,No,3.6,Unknown,700
Cafe Talk,No,No,3.3,Unknown,700
Cafe Choco Craze,No,No,3.7,Unknown,400
Slate Cafe,Yes,No,4.1,"Pasta, Sandwiches",600
Dialogues,No,No,4.0,"Mayo Sandwich, Pasta, Egg Sandwich, Coffee, Potato Wedges, Vegetable Noodles, Fries",600
Mudpipe Cafe,Yes,Yes,3.9,"Coffee, Pizza, Nachos, Kit Kat Shake, Garlic Bread, Mexican Rice, Burgers",800
TAB - Take A Break,No,No,4.1,"Pizza, Salads, Pasta, Sandwiches, Veg Quiche, Coffee, Tea",550
Biggies Burger 'n' More,Yes,No,4.1,"Burgers, Mojito, Lamb Burger, French Fries, Hot Dog, Bbq Burger, Wedges",650
Onesta,Yes,Yes,4.4,"Chicken Alfredo Pizza, Coffee Mousse, Chicken Calzone, Banana Smoothie, Butter Chicken Pizza, Chocolate Pizza, Chicken Tikka Pizza",600
Cafe Potpourri,Yes,No,3.7,"Poha, Coffee, Pav Bhaji, Masala Chai, Sattu Paratha, Sandwich",400
De Oxford Cafe,No,No,3.7,Unknown,500
Vinaya Coffee Moments,Yes,No,3.7,"Filter Coffee, Pizza, Pasta",450
Brew Point,Yes,No,3.6,Unknown,500
The Cravery,Yes,No,2.6,Unknown,500
Cuppa,No,No,3.4,"Coffee, Potato Wedges, Tea",550
Anju's Cafe,No,No,3.4,"Sabudana Vada, Akki Rottis, Vegetable Biryani, Coffee, Bhel Puri, Vada Pav, Buttermilk",600
Skytouch Le Cafe,Yes,No,3.7,"Pizza, Pasta, Bubble Tea, Brownie, Pancakes, Cheesy Garlic Bread, Chocolate Waffles",700
Woodee Pizza,Yes,No,2.7,"Pizza, Lemonade, Chilli Cheese Fries, Thick Shakes",500
Hearts Unlock Cafe,No,No,3.2,Unknown,500
eat.fit,Yes,No,4.5,"Healthy Breakfast, Salads, Date Pudding, Chicken Curry, Hakka Noodles, Fruit Bowl, Dal Makhani",500
Sai Abhiruchi,Yes,No,3.7,"Dum Biryani, Dal Fry, Paneer Biryani",800
Capsicum Family Restaurant,Yes,No,3.8,Mutton Biryani,800
Box Magic,Yes,No,3.6,Unknown,400
Maa'r Rannaghor,Yes,No,3.8,Unknown,400
Easy Bites,Yes,No,4.1,"Sandwich, Crispy Chicken, French Fries",300
Hiyar Majhe Kolkata,Yes,No,4.0,"Radhaballavi, Biryani, Egg Noodles, Egg Roll, Fish Curry, Egg Devils, Thali",400
Dabba Gosht,Yes,No,3.4,Unknown,400
Empire Restaurant,Yes,No,3.6,"Biryani, Chicken Grill",400
Punjabites,Yes,No,3.7,Unknown,400
Sri Lakshmi Dhaba,Yes,No,2.9,"Paratha, Shahi Paneer",250
XO Belgian Waffle,Yes,No,4.5,"Blueberry Waffles, Nutella Waffle, Hot Chocolate, Thick Shakes, Coffee, Oreo Shake, Chocolate Oreo",400
Swadista Aahar,Yes,No,4.1,"Panneer Butter Masala, Idli, Masala Dosa, Vada, Coffee, Roti, Thali",300
Vegetarea,Yes,No,3.9,Unknown,250
Al-Bek,Yes,No,3.6,"Chicken Grill, Biryani",300
Aniram's,Yes,No,4.1,"Chilli Chicken, Butter Chicken, Kadhai Paneer, Hyderabadi Chicken Biryani, Jeera Rice, Ghee Rice, Chicken Masala",500
Punjabi Nawabi,Yes,No,3.8,"Dal Makhani, Lassi, Butter Chicken, Panneer Butter Masala, Mix Veg, Saag, Butter Naan",400
YummRajj,Yes,No,3.3,Unknown,500
Swad Punjab Da,Yes,No,4.0,"Lassi, Roti, Veg Thali, Aloo Paratha, Egg Curry",150
BOX8- Desi Meals,Yes,No,4.1,"Paratha, Salads, Dal Makhani, Salad, Masala Lemonade, Paneer Biryani, Sandwiches",500
Roti Wala,Yes,No,4.0,"Gulab Jamun, Buttermilk, Egg Bhurji, Sprout Salad, Roti",300
Midnight Mania,Yes,No,4.1,"Peri Peri Chicken, Chicken Pizza, White Pasta, Kit Kat Shake",700
Kitchens@JP Nagar,Yes,No,3.9,Vegetable Biryani,400
Krishna Kuteera,Yes,No,4.0,"Pav Bhaji, Coffee, Set Dosa, Vada, Masala Poori",400
Apna Punjab,Yes,No,3.6,"Thali, Egg Masala, Chole, Paratha, Roti, Butter Chicken, Paneer Manchurian",450
Paratha Junction,Yes,No,2.9,"Paratha, Kadai Paneer",300
Nellore Bhojanam,Yes,No,3.1,Biryani,250
Momoz,Yes,No,4.0,"Momos, Noodles, Thukpa, Crispy Honey Chicken, Manchow Soup, Manchurian, Chicken Momo",600
Kalingas,Yes,No,3.9,"Rasgulla, Mutton Kosha, Chicken Kasha, Samosa Chaat, Kheer, Veg Thali",250
Kanteen The Eatery,Yes,No,3.9,"Chole Bhature, Pav Bhaji, Misal Pav",400
Kullad Cafe,Yes,No,3.9,"Poha, Coffee, Chai, Rolls, Ginger Tea, Aloo Paratha, Elaichi Tea",200
